game_id,play_id,absolute_yardline_number,player_name,player_height,player_position,lurker_x,lurker_y,lurker_s,lurker_a,lurker_dir,lurker_o,ball_land_x,ball_land_y,distance_to_target,distance_to_ball,depth_difference,disruption,pd,int,time_to_throw,receiver_x,receiver_y,receiver_s,receiver_a,receiver_dir,receiver_o,target_distance_to_ball,qb_x,qb_y,qb_s,qb_a,qb_dir,qb_o,quarter,game_clock,down,yards_to_go,week,defensive_point_diff,pass_result,pass_length,play_action,dropback_type,dropback_distance,team_coverage_type,defenders_in_the_box,route_of_targeted_receiver,qb_hit,outcome
2023090700,2306,52,Alex Anzalone,6-3,LB,59.11,35.25,5.11,1.02,55.68,304.07,65.4199981689453,31.6700000762939,8.433563896716501,7.254824349757112,3.990000000000002,0,,,2.6,63.1,27.82,7.09,1.79,46.58,342.39,4.494985215923692,45.26,30.38,1.09,1.64,39.85,127.89,3,11:44,1,10,1,-7,I,16,True,TRADITIONAL,2.34999990463257,COVER_2_ZONE,7,CROSS,0.0,Incomplete
2023090700,2306,52,Jack Campbell,6-5,LB,62.27,33.63,5.28,2.23,63.29,334.28,65.4199981689453,31.6700000762939,5.868986283848346,3.709998405024811,0.8299999999999983,1,1.0,,2.6,63.1,27.82,7.09,1.79,46.58,342.39,4.494985215923692,45.26,30.38,1.09,1.64,39.85,127.89,3,11:44,1,10,1,-7,I,16,True,TRADITIONAL,2.34999990463257,COVER_2_ZONE,7,CROSS,0.0,Disruption
2023090700,3089,97,Mike Edwards,5-10,DB,32.05,20.989999999999995,1.05,1.12,81.08999999999997,284.11,38.480003356933594,24.6799991607666,4.709522268765695,7.413571135197635,3.3599999999999994,0,,,2.9,35.41,17.689999999999998,6.94,4.73,40.22000000000003,352.16999999999996,7.634461924661183,15.129999999999995,23.959999999999997,0.15,0.55,80.11000000000001,149.39,3,02:01,2,22,1,3,C,17,False,TRADITIONAL,2.89000010490417,COVER_3_ZONE,7,POST,0.0,Complete
2023090700,3114,77,Leo Chenal,6-2,LB,42.900000000000006,12.589999999999996,8.2,0.93,166.80999999999995,170.23000000000002,47.349998474121094,18.660000610351595,7.700973964376196,7.5264462948558135,0.6899999999999977,0,,,3.2,43.59,20.259999999999998,5.91,1.53,154.75,233.03,4.086268049488211,35.019999999999996,18.229999999999997,6.02,0.87,175.89,109.70999999999998,3,01:21,3,2,1,3,I,5,True,DESIGNED_ROLLOUT_RIGHT,6.09999990463257,COVER_3_ZONE,8,CROSS,0.0,Incomplete
2023090700,3461,33,Trent McDuffie,5-11,DB,42.37,35.56,2.82,3.83,74.19,220.42,49.2700004577637,34.3199996948242,6.500346144629529,7.010535434185851,4.710000000000001,0,,,3.1,47.08,40.04,5.93,5.6,99.46,127.46,6.124908611254252,23.29,24.72,2.55,2.06,23.62,118.16,4,10:46,3,12,1,6,C,18,False,TRADITIONAL,5.30000019073486,COVER_2_ZONE,6,IN,1.0,Complete
2023090700,3912,65,Jack Campbell,6-5,LB,63.48,25.849999999999998,5.43,0.26,114.88,232.03,72.0200004577637,17.469998168945295,7.060269116683868,11.964783262018766,6.93,0,,,3.8,70.41,24.499999999999996,7.68,2.08,158.52999999999997,217.06,7.212005769453584,45.45,20.54,1.57,1.73,96.30000000000001,116.99000000000001,4,02:30,1,10,1,1,I,19,True,DESIGNED_ROLLOUT_RIGHT,8.19999980926514,COVER_3_ZONE,6,CROSS,0.0,Incomplete
2023091000,185,66,Dee Alford,6-0,DB,60.33,19.64,1.13,3.2,128.19,256.40999999999997,64.43000030517581,25.500000762939496,3.3872260036791184,7.151895653887382,2.3700000000000045,0,,,2.3,62.7,22.06,4.94,3.98,60.139999999999986,0.8400000000000318,3.8505202641893357,46.370000000000005,29.499999999999996,0.33,2.03,237.53,118.13,1,12:18,2,6,1,0,C,11,False,TRADITIONAL,2.29999995231628,COVER_3_ZONE,7,IN,0.0,Complete
2023091000,185,66,Kaden Elliss,6-3,LB,59.69,30.939999999999998,2.02,2.67,76.87,238.09,64.43000030517581,25.500000762939496,9.376273246871596,7.215344384870734,3.010000000000005,0,,,2.3,62.7,22.06,4.94,3.98,60.139999999999986,0.8400000000000318,3.8505202641893357,46.370000000000005,29.499999999999996,0.33,2.03,237.53,118.13,1,12:18,2,6,1,0,C,11,False,TRADITIONAL,2.29999995231628,COVER_3_ZONE,7,IN,0.0,Complete
2023091000,661,102,Troy Andersen,6-3,LB,26.180000000000007,17.879999999999995,2.44,4.79,76.39999999999998,309.65999999999997,28.849998474121094,23.230000305175796,1.9299999999999926,5.979247035972849,1.9299999999999926,0,,,2.9,28.11,17.879999999999995,4.72,5.1,64.59000000000003,15.879999999999995,5.4009351974526325,10.14,24.379999999999995,0.6,1.69,26.810000000000002,160.28999999999996,1,01:10,2,16,1,0,IN,12,False,TRADITIONAL,1.24000000953674,COVER_6_ZONE,6,IN,0.0,Incomplete
2023091000,842,35,Dee Alford,6-0,DB,41.59,28.05,6.61,2.9,184.78,210.63,48.689998626709,16.4699993133545,7.53132790416139,13.583313159976099,6.399999999999999,0,,,4.7,47.99,24.08,8.23,1.26,161.89,201.88,7.642127225330618,30.65,21.47,6.97,1.15,153.07,128.2,2,14:52,2,10,1,7,I,17,False,SCRAMBLE,2.25,COVER_4_ZONE,6,IN,0.0,Incomplete
2023091000,842,35,Jessie Bates,6-1,DB,43.05,23.51,6.79,2.94,187.28,213.69,48.689998626709,16.4699993133545,4.972775884754917,9.02059832700961,4.940000000000005,0,,,4.7,47.99,24.08,8.23,1.26,161.89,201.88,7.642127225330618,30.65,21.47,6.97,1.15,153.07,128.2,2,14:52,2,10,1,7,I,17,False,SCRAMBLE,2.25,COVER_4_ZONE,6,IN,0.0,Incomplete
2023091000,842,35,Troy Andersen,6-3,LB,43.22,13.89,8.25,2.4,153.3,184.56,48.689998626709,16.4699993133545,11.251177716132654,6.047915461802358,4.770000000000003,0,,,4.7,47.99,24.08,8.23,1.26,161.89,201.88,7.642127225330618,30.65,21.47,6.97,1.15,153.07,128.2,2,14:52,2,10,1,7,I,17,False,SCRAMBLE,2.25,COVER_4_ZONE,6,IN,0.0,Incomplete
2023091000,1193,43,Jessie Bates,6-1,DB,49.9,22.27,1.28,1.08,352.53,322.24,52.0999984741211,28.0699996948242,11.69293803968874,6.20322414121044,3.0799999999999983,0,,,3.4,52.98,33.55,6.23,2.33,174.44,218.17,5.550207746587149,35.77,29.74,0.34,0.66,109.21,111.27,2,11:04,3,2,1,7,C,11,False,TRADITIONAL,2.27999997138977,COVER_3_ZONE,6,IN,0.0,Complete
2023091000,1193,43,Kaden Elliss,6-3,LB,46.38,31.17,6.23,2.36,6.05,4.11,52.0999984741211,28.0699996948242,7.016010262250185,6.506026777998823,6.599999999999994,0,,,3.4,52.98,33.55,6.23,2.33,174.44,218.17,5.550207746587149,35.77,29.74,0.34,0.66,109.21,111.27,2,11:04,3,2,1,7,C,11,False,TRADITIONAL,2.27999997138977,COVER_3_ZONE,6,IN,0.0,Complete
2023091000,1599,88,Shaq Thompson,6-0,LB,40.7,23.81,4.54,2.38,64.01999999999998,323.48,42.900001525878906,31.0900009155273,8.204827847066628,7.605157463455166,2.9399999999999977,0,,,2.9,43.64,31.47,1.1,6.27,95.37,226.63,0.8318635981347173,25.349999999999994,27.279999999999998,0.84,2.12,75.07,127.74000000000001,2,03:02,2,23,1,0,C,11,True,TRADITIONAL,5.90000009536743,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091000,1599,88,Troy Hill,5-11,DB,37.019999999999996,35.31999999999999,4.57,1.04,40.66999999999996,229.71,42.900001525878906,31.0900009155273,7.658126402717574,7.2434322112502825,6.6200000000000045,0,,,2.9,43.64,31.47,1.1,6.27,95.37,226.63,0.8318635981347173,25.349999999999994,27.279999999999998,0.84,2.12,75.07,127.74000000000001,2,03:02,2,23,1,0,C,11,True,TRADITIONAL,5.90000009536743,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091000,1720,27,A.J. Terrell,6-2,DB,34.68,6.41,6.4,2.07,107.38,158.42,37.8199996948242,0.469999998807907,0.6378871373526822,6.7188688108682495,0.14999999999999858,0,,,2.7,34.83,5.79,6.64,2.83,101.24,58.29,6.102663204514294,18.41,29.72,0.6,2.22,202.94,155.77,2,01:44,2,10,1,0,I,11,False,TRADITIONAL,3.27999997138977,COVER_4_ZONE,6,HITCH,0.0,Incomplete
2023091000,1743,27,A.J. Terrell,6-2,DB,37.73,17.18,6.63,1.98,74.32,25.93,39.5099983215332,22.2900009155273,0.4767598976424085,5.411146216962806,0.0800000000000054,0,,,3.1,37.81,17.65,6.41,3.03,76.23,71.16,4.941619450069977,17.22,29.19,1.85,1.8,188.56,151.13,2,01:39,3,10,1,0,I,16,False,TRADITIONAL,4.1399998664856,COVER_2_ZONE,6,IN,0.0,Incomplete
2023091000,1743,27,Kaden Elliss,6-3,LB,32.93,21.85,1.69,2.6,164.26,255.61,39.5099983215332,22.2900009155273,6.438509144204119,6.594693223876653,4.880000000000003,0,,,3.1,37.81,17.65,6.41,3.03,76.23,71.16,4.941619450069977,17.22,29.19,1.85,1.8,188.56,151.13,2,01:39,3,10,1,0,I,16,False,TRADITIONAL,4.1399998664856,COVER_2_ZONE,6,IN,0.0,Incomplete
2023091000,2823,73,Frankie Luvu,6-3,LB,78.22,38.66,4.92,3.05,29.83,317.91,78.25,36.7400016784668,3.4967699381000146,1.9202326824346847,0.5700000000000074,0,,,4.4,78.79,35.21,4.21,1.68,55.38,323.52,1.6224996567368575,70.37,37.22,6.94,1.6,19.49,115.96,3,00:55,1,10,1,0,C,8,False,SCRAMBLE,1.0,COVER_3_ZONE,6,OUT,0.0,Complete
2023091000,3916,51,Troy Andersen,6-3,LB,58.86,42.95,2.08,1.03,77.6,281.11,58.3300018310547,51.560001373291,3.6402747149081973,8.626298262126012,0.5399999999999991,0,,,3.6,59.4,46.55,5.4,3.46,28.38,333.32,5.122988370270231,41.52,31.09,1.54,0.7,337.0,66.16,4,02:26,1,10,1,14,C,8,False,TRADITIONAL,3.53999996185303,COVER_4_ZONE,5,OUT,0.0,Complete
2023091001,1574,75,Patrick Queen,6-1,LB,80.9,19.94,3.07,1.33,113.93,19.15,85.629997253418,21.2299995422363,4.604182880816092,4.90275155767775,3.319999999999993,0,,,2.5,84.22,16.75,6.17,4.64,62.04,9.85,4.69664647946636,68.72,25.86,0.34,2.68,131.94,178.37,2,06:50,2,5,1,7,C,13,True,TRADITIONAL,4.57000017166138,COVER_6_ZONE,7,IN,0.0,Complete
2023091001,1574,75,Ronald Darby,5-11,DB,81.42,13.42,3.15,2.1,114.63,357.69,85.629997253418,21.2299995422363,4.350735569992732,8.872438769781299,2.799999999999997,0,,,2.5,84.22,16.75,6.17,4.64,62.04,9.85,4.69664647946636,68.72,25.86,0.34,2.68,131.94,178.37,2,06:50,2,5,1,7,C,13,True,TRADITIONAL,4.57000017166138,COVER_6_ZONE,7,IN,0.0,Complete
2023091001,2469,83,Christian Harris,6-2,LB,88.51,28.69,0.44,3.29,208.46,325.78,94.3099975585938,29.8600006103516,8.955367105819835,5.91682965006744,7.849999999999994,0,,,3.1,96.36,24.38,6.11,5.35,25.19,357.18,5.850890248434445,74.29,29.19,1.57,1.1,99.13,166.52,3,11:46,1,10,1,-1,C,14,False,TRADITIONAL,4.23999977111816,COVER_2_ZONE,6,IN,0.0,Complete
2023091001,2469,83,Denzel Perryman,5-11,LB,91.86,23.53,0.98,1.51,171.95,231.17,94.3099975585938,29.8600006103516,4.579574216016157,6.787591307980118,4.5,0,,,3.1,96.36,24.38,6.11,5.35,25.19,357.18,5.850890248434445,74.29,29.19,1.57,1.1,99.13,166.52,3,11:46,1,10,1,-1,C,14,False,TRADITIONAL,4.23999977111816,COVER_2_ZONE,6,IN,0.0,Complete
2023091001,2759,83,Patrick Queen,6-1,LB,43.489999999999995,15.719999999999999,4.86,3.95,195.86,177.06999999999994,50.9100036621094,17.200001525878896,8.751097074081628,7.566165400142988,8.64,0,,,3.0,52.129999999999995,14.329999999999998,4.81,5.19,71.61000000000001,350.76,3.1185412973077105,26.489999999999995,22.539999999999996,1.01,2.34,123.14999999999998,170.58999999999992,3,08:30,3,16,1,9,C,15,False,TRADITIONAL,5.15999984741211,COVER_6_ZONE,5,HITCH,0.0,Complete
2023091001,3257,30,Denzel Perryman,5-11,LB,38.72,17.11,5.51,0.76,176.68,227.78,40.5299987792969,16.9599990844727,6.301468082915283,1.8162036933437045,1.1799999999999997,0,,,4.5,39.9,23.3,6.95,1.4,171.39,207.79,6.371225162463073,22.45,14.8,7.04,2.65,134.28,105.88,3,01:37,1,10,1,-16,I,12,True,SCRAMBLE_ROLLOUT_RIGHT,9.5,COVER_4_ZONE,6,CROSS,0.0,Incomplete
2023091001,3879,31,Ar'Darius Washington,5-8,DB,36.1,37.96,4.3,2.76,18.52,244.84,44.2400016784668,52.5499992370605,3.3012118986820593,16.70711540221316,2.9200000000000017,0,,,2.5,39.02,39.5,7.54,2.55,62.34,20.48,14.055280061616548,21.59,24.34,1.47,2.94,338.61,86.93,4,09:35,2,9,1,13,I,13,False,TRADITIONAL,3.6800000667572,COVER_3_ZONE,6,OUT,0.0,Incomplete
2023091002,1540,49,Logan Wilson,6-2,LB,61.32,19.59,4.44,2.16,127.66,269.32,67.6800003051758,22.2600002288818,7.362635397736326,6.89771738360344,4.779999999999994,0,,,3.8,66.1,13.99,6.3,4.11,36.46,350.54,8.419578656326019,39.8,28.8,2.22,0.71,75.0,127.45,2,06:45,2,2,1,-3,I,19,True,TRADITIONAL,7.98000001907349,COVER_3_ZONE,8,IN,0.0,Incomplete
2023091002,1540,49,Nick Scott,5-11,DB,61.15,10.92,4.76,2.36,152.88,266.62,67.6800003051758,22.2600002288818,5.824723169387535,13.085736860285525,4.949999999999996,0,,,3.8,66.1,13.99,6.3,4.11,36.46,350.54,8.419578656326019,39.8,28.8,2.22,0.71,75.0,127.45,2,06:45,2,2,1,-3,I,19,True,TRADITIONAL,7.98000001907349,COVER_3_ZONE,8,IN,0.0,Incomplete
2023091002,1832,56,Cam Taylor-Britt,6-0,DB,66.15,2.96,1.85,1.59,242.13,331.37,69.2900009155273,10.0299997329712,9.764839988448351,7.735922826251895,4.549999999999997,0,,,4.1,70.7,11.6,2.36,2.49,187.16,267.56,2.1102128462987704,46.38,19.84,2.14,0.72,149.81,146.2,2,02:19,3,9,1,-3,I,16,False,TRADITIONAL,5.46999979019165,COVER_2_ZONE,5,HITCH,1.0,Incomplete
2023091002,1832,56,Logan Wilson,6-2,LB,66.87,15.98,2.03,2.74,162.26,263.64,69.2900009155273,10.0299997329712,5.818358875146839,6.423309708304259,3.8299999999999983,0,,,4.1,70.7,11.6,2.36,2.49,187.16,267.56,2.1102128462987704,46.38,19.84,2.14,0.72,149.81,146.2,2,02:19,3,9,1,-3,I,16,False,TRADITIONAL,5.46999979019165,COVER_2_ZONE,5,HITCH,1.0,Incomplete
2023091002,2095,62,Trey Hendrickson,6-4,DL,65.53,37.38,4.64,1.31,53.96,300.14,70.4199981689453,49.5,7.293455970937231,13.069295393872169,3.569999999999993,0,,,2.2,69.1,43.74,5.64,5.09,59.39,13.68,5.909314272063971,53.86,30.47,1.33,3.41,333.92,94.37,2,00:45,3,10,1,-3,C,11,False,TRADITIONAL,3.75999999046326,COVER_3_ZONE,6,OUT,0.0,Complete
2023091002,3594,35,Myles Garrett,6-4,DL,39.48,16.46,2.66,2.32,132.02,294.05,47.939998626709,0.899999976158142,7.21560808248342,17.711159688339915,3.8700000000000045,0,,,2.2,43.35,10.37,6.79,3.21,103.25,95.15,10.523734500867802,26.76,23.3,2.02,0.43,253.17,226.27,4,11:24,2,10,1,13,I,13,False,TRADITIONAL,2.8199999332428,COVER_3_ZONE,7,OUT,1.0,Incomplete
2023091003,81,83,Devin Lloyd,6-3,LB,40.2,15.61,3.72,2.82,195.26,289.47,49.5299987792969,8.610001373290999,5.420230622399753,11.663998370867922,5.420000000000002,0,,,2.5,45.620000000000005,15.559999999999995,6.74,3.95,124.44999999999999,140.82,7.97436965316759,29.290000000000006,23.569999999999997,0.65,1.11,130.91000000000003,182.29,1,14:30,2,8,1,0,I,13,False,TRADITIONAL,2.5699999332428,COVER_4_ZONE,6,OUT,0.0,Incomplete
2023091003,81,83,Tyson Campbell,6-2,DB,41.17,11.689999999999998,4.56,3.44,13.090000000000032,313.98,49.5299987792969,8.610001373290999,5.8974062095127895,8.909319341586933,4.450000000000003,0,,,2.5,45.620000000000005,15.559999999999995,6.74,3.95,124.44999999999999,140.82,7.97436965316759,29.290000000000006,23.569999999999997,0.65,1.11,130.91000000000003,182.29,1,14:30,2,8,1,0,I,13,False,TRADITIONAL,2.5699999332428,COVER_4_ZONE,6,OUT,0.0,Incomplete
2023091003,529,101,Dallis Flowers,6-2,DB,112.69,46.3,5.56,2.61,349.62,286.54,116.690002441406,43.8899993896484,6.946085228385839,4.6699167522718215,5.159999999999997,0,,,7.4,117.85,41.65,2.85,3.94,11.26,290.99,2.522536739389391,89.47,35.63,7.65,2.11,27.26,46.42,1,05:26,3,7,1,0,C,9,False,SCRAMBLE,3.65000009536743,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091003,761,45,Devin Lloyd,6-3,LB,75.81,24.869999999999997,3.1,3.08,140.8,221.4,81.04999923706049,20.140000152587895,8.446875161857195,7.059071508414758,2.5900000000000034,0,,,1.8,78.4,16.83,4.2,3.39,53.860000000000014,46.51999999999998,4.240117565180599,67.45,23.83,1.62,0.96,259.6,121.27999999999997,1,01:09,2,9,1,7,C,7,False,TRADITIONAL,2.33999991416931,COVER_3_ZONE,6,SLANT,1.0,Complete
2023091003,1649,55,Julian Blackmon,6-1,DB,71.47,11.849999999999994,2.99,2.68,147.88,323.06,75.4599990844727,12.549999999999997,3.18938865615341,4.050937261189438,2.990000000000009,0,,,2.2,74.46000000000001,10.739999999999995,5.03,5.08,75.52999999999997,31.55000000000001,2.0678728609240533,57.5,23.179999999999996,0.25,2.95,179.36,96.88,2,06:26,2,8,1,0,C,12,False,TRADITIONAL,2.33999991416931,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091003,1649,55,Shaquille Leonard,6-2,LB,70.89,18.15,2.35,2.83,116.18,276.68,75.4599990844727,12.549999999999997,8.22514437563257,7.228062785565806,3.5700000000000074,0,,,2.2,74.46000000000001,10.739999999999995,5.03,5.08,75.52999999999997,31.55000000000001,2.0678728609240533,57.5,23.179999999999996,0.25,2.95,179.36,96.88,2,06:26,2,8,1,0,C,12,False,TRADITIONAL,2.33999991416931,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091003,1929,66,E.J. Speed,6-4,LB,57.22,37.65,4.45,0.89,16.360000000000014,304.57,64.1500015258789,37.0199993133545,6.814484573318804,6.958579022606396,6.759999999999998,0,,,2.5,63.98,38.51,3.51,6.45,76.60000000000002,284.86,1.4996674848129579,46.760000000000005,29.47,1.09,2.9,12.800000000000011,110.38,2,02:55,1,10,1,-7,C,11,True,TRADITIONAL,1.83000004291534,COVER_3_ZONE,7,HITCH,0.0,Complete
2023091003,1954,54,Shaquille Leonard,6-2,LB,68.83,23.389999999999997,4.72,2.22,203.34,256.68,73.40999984741211,8.649998474121098,7.095491526314437,15.435156092025995,1.3800000000000097,0,,,1.6,70.21000000000001,16.43,6.81,3.1,132.8,159.69000000000005,8.412396969123337,60.82,29.08,0.71,0.91,149.91000000000003,155.96000000000004,2,02:19,1,10,1,-7,C,7,False,TRADITIONAL,0.180000007152557,COVER_3_ZONE,7,OUT,0.0,Complete
2023091003,2286,73,Devin Lloyd,6-3,LB,52.17,27.119999999999997,2.95,2.28,120.87,280.4,57.3899993896484,29.709999847412096,7.334439310540374,5.827219992202488,3.319999999999993,0,,,2.6,55.489999999999995,33.66,6.66,3.92,138.76,171.14999999999998,4.38320646172511,41.11,30.269999999999996,0.35,0.04,14.990000000000009,114.32999999999998,3,14:00,1,10,1,7,C,12,True,TRADITIONAL,0.370000004768372,COVER_3_ZONE,7,POST,0.0,Complete
2023091003,2286,73,Rayshawn Jenkins,6-1,DB,50.64,32.37,1.46,0.82,143.7,241.74,57.3899993896484,29.709999847412096,5.018625309783541,7.255211407810351,4.849999999999994,0,,,2.6,55.489999999999995,33.66,6.66,3.92,138.76,171.14999999999998,4.38320646172511,41.11,30.269999999999996,0.35,0.04,14.990000000000009,114.32999999999998,3,14:00,1,10,1,7,C,12,True,TRADITIONAL,0.370000004768372,COVER_3_ZONE,7,POST,0.0,Complete
2023091003,2519,35,Kenny Moore II,5-9,DB,38.84,16.29,4.03,2.42,132.22,258.81,39.9300003051758,5.15000009536743,7.920025252484995,11.193198762663735,0.01999999999999602,0,,,1.7,38.86,8.37,4.72,1.83,102.57,35.44,3.393125408662354,29.05,29.37,0.82,1.55,216.46,146.76,3,11:25,1,10,1,0,C,5,False,TRADITIONAL,0.959999978542328,COVER_3_ZONE,6,HITCH,0.0,Complete
2023091003,2638,76,Shaquille Leonard,6-2,LB,79.46,18.42,2.09,1.86,169.0,252.35,80.5999984741211,7.23000001907349,7.006604027629935,11.247919634053837,0.6099999999999994,0,,,1.7,80.07,11.44,6.45,3.19,147.25,222.41,4.243229692341896,70.58,23.46,0.73,1.77,148.22,116.68,3,10:03,1,10,1,0,C,6,False,TRADITIONAL,0.419999986886978,COVER_3_ZONE,6,OUT,0.0,Complete
2023091003,3002,60,Devin Lloyd,6-3,LB,65.64,17.979999999999997,6.23,2.1,165.57999999999993,248.31,66.5299987792969,5.9800003051758,5.299075391047007,12.032958509981276,0.3100000000000023,0,,,2.1,65.95,12.689999999999998,6.7,5.09,140.66000000000003,206.6,6.735020006542425,51.8,26.659999999999997,0.86,2.38,213.31,173.27999999999997,3,03:48,3,9,1,3,C,8,False,TRADITIONAL,3.24000000953674,COVER_3_ZONE,6,OUT,0.0,Complete
2023091003,3409,34,Devin Lloyd,6-3,LB,41.84,40.41,5.22,0.88,37.44,300.44,51.1399993896484,35.4799995422363,3.7667094392851657,10.525915312266713,3.1599999999999966,0,,,2.5,45.0,38.36,7.04,4.81,104.19,126.17,6.781887284642961,24.26,30.66,0.6,2.18,32.05,106.22,4,15:00,3,13,1,-4,I,16,False,TRADITIONAL,3.9300000667572,COVER_4_ZONE,6,POST,0.0,Incomplete
2023091003,3645,60,Devin Lloyd,6-3,LB,62.5,27.37,4.57,1.21,60.03,344.03,66.370002746582,24.4899997711182,6.660945878777278,4.82403592201711,1.4099999999999966,0,,,2.3,63.91,20.86,5.17,2.65,40.24,352.63,4.385032708145881,52.22,27.76,0.74,2.21,24.82,130.17,4,11:07,3,8,1,-4,I,7,False,TRADITIONAL,3.08999991416931,COVER_3_ZONE,6,SLANT,0.0,Incomplete
